,x_R_L,x_C_L,x_L_1,x_g_m,Q,wo,bandwidth,K_BP
1692,308.8904209892758,4.641588833612773e-11,1e-09,0.0027825594022071257,0.014,5006592266.041,359451113920.161,0.06
1693,308.8904209892758,4.641588833612773e-11,1e-09,0.004641588833612777,0.018,3876422565.588,215513216542.887,0.1
1694,308.8904209892758,4.641588833612773e-11,1e-09,0.007742636826811269,0.023,3001373211.26,129224714041.187,0.167
1695,308.8904209892758,4.641588833612773e-11,1e-09,0.01291549665014884,0.03,2323854275.651,77496115807.811,0.278
1696,308.8904209892758,4.641588833612773e-11,1e-09,0.021544346900318832,0.039,1799275969.48,46485635875.826,0.463
1697,308.8904209892758,4.641588833612773e-11,1e-09,0.03593813663804626,0.05,1393114038.289,27895341561.769,0.772
1698,308.8904209892758,4.641588833612773e-11,1e-09,0.05994842503189409,0.064,1078637605.681,16750752911.699,1.286
1699,308.8904209892758,4.641588833612773e-11,1e-09,0.1,0.083,835149924.853,10069747539.698,2.14
1700,308.8904209892758,1.2915496650148827e-10,1e-10,0.001,0.002,15832234876.475,10000025065966.117,0.001
1701,308.8904209892758,1.2915496650148827e-10,1e-10,0.0016681005372000592,0.002,12258324480.532,5994867569155.526,0.001
1702,308.8904209892758,1.2915496650148827e-10,1e-10,0.0027825594022071257,0.003,9491175455.797,3593838729770.744,0.002
1703,308.8904209892758,1.2915496650148827e-10,1e-10,0.004641588833612777,0.003,7348672461.378,2154459755998.003,0.004
1704,308.8904209892758,1.2915496650148827e-10,1e-10,0.007742636826811269,0.004,5689810202.764,1291574730981.002,0.006
1705,308.8904209892758,1.2915496650148827e-10,1e-10,0.01291549665014884,0.006,4405413401.349,774288748647.245,0.01
1706,308.8904209892758,1.2915496650148827e-10,1e-10,0.021544346900318832,0.007,3410951603.861,464183949327.396,0.017
1707,308.8904209892758,1.2915496650148827e-10,1e-10,0.03593813663804626,0.009,2640975950.253,278281006186.831,0.028
1708,308.8904209892758,1.2915496650148827e-10,1e-10,0.05994842503189409,0.012,2044811765.115,166835119686.124,0.046
1709,308.8904209892758,1.2915496650148827e-10,1e-10,0.1,0.016,1583223487.647,100025065966.118,0.077
1710,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.001,0.002,13931140382.891,7742661892777.396,0.001
1711,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.0016681005372000592,0.002,10786376056.805,4641613899578.9,0.002
1712,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.0027825594022071257,0.003,8351499248.525,2782584468173.244,0.003
1713,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.004641588833612777,0.004,6466262564.072,1668125603166.179,0.005
1714,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.007742636826811269,0.005,5006592266.041,1000025065966.119,0.008
1715,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.01291549665014884,0.006,3876422565.588,599509316285.06,0.013
1716,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.021544346900318832,0.008,3001373211.26,359406432346.581,0.022
1717,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.03593813663804626,0.011,2323854275.651,215468534969.307,0.036
1718,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.05994842503189409,0.014,1799275969.48,129180032467.607,0.06
1719,308.8904209892758,1.2915496650148827e-10,1.2915496650148827e-10,0.1,0.018,1393114038.289,77451434234.231,0.1
1720,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.001,0.002,12258324480.532,5994867569155.538,0.001
1721,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.0016681005372000592,0.003,9491175455.797,3593838729770.751,0.002
1722,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.0027825594022071257,0.003,7348672461.378,2154459755998.005,0.004
1723,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.004641588833612777,0.004,5689810202.764,1291574730981.005,0.006
1724,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.007742636826811269,0.006,4405413401.349,774288748647.247,0.01
1725,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.01291549665014884,0.007,3410951603.861,464183949327.397,0.017
1726,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.021544346900318832,0.009,2640975950.253,278281006186.831,0.028
1727,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.03593813663804626,0.012,2044811765.115,166835119686.125,0.046
1728,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.05994842503189409,0.016,1583223487.647,100025065966.119,0.077
1729,308.8904209892758,1.2915496650148827e-10,1.6681005372000558e-10,0.1,0.02,1225832448.053,59973490998.013,0.129
1730,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.001,0.002,10786376056.805,4641613899578.891,0.002
1731,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.0016681005372000592,0.003,8351499248.525,2782584468173.239,0.003
1732,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.0027825594022071257,0.004,6466262564.072,1668125603166.174,0.005
1733,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.004641588833612777,0.005,5006592266.041,1000025065966.117,0.008
1734,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.007742636826811269,0.006,3876422565.588,599509316285.059,0.013
1735,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.01291549665014884,0.008,3001373211.26,359406432346.581,0.022
1736,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.021544346900318832,0.011,2323854275.651,215468534969.307,0.036
1737,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.03593813663804626,0.014,1799275969.48,129180032467.607,0.06
1738,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.05994842503189409,0.018,1393114038.289,77451434234.231,0.1
1739,308.8904209892758,1.2915496650148827e-10,2.1544346900318867e-10,0.1,0.023,1078637605.681,46440954302.246,0.167
1740,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.001,0.003,9491175455.797,3593838729770.743,0.002
1741,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.0016681005372000592,0.003,7348672461.378,2154459755998.0,0.004
1742,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.0027825594022071257,0.004,5689810202.764,1291574730981.001,0.006
1743,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.004641588833612777,0.006,4405413401.349,774288748647.245,0.01
1744,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.007742636826811269,0.007,3410951603.861,464183949327.396,0.017
1745,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.01291549665014884,0.009,2640975950.253,278281006186.831,0.028
1746,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.021544346900318832,0.012,2044811765.115,166835119686.124,0.046
1747,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.03593813663804626,0.016,1583223487.647,100025065966.118,0.077
1748,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.05994842503189409,0.02,1225832448.053,59973490998.012,0.129
1749,308.8904209892758,1.2915496650148827e-10,2.782559402207126e-10,0.1,0.026,949117545.58,35963202604.165,0.215
1750,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.001,0.003,8351499248.525,2782584468173.244,0.003
1751,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.0016681005372000592,0.004,6466262564.072,1668125603166.177,0.005
1752,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.0027825594022071257,0.005,5006592266.041,1000025065966.118,0.008
1753,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.004641588833612777,0.006,3876422565.588,599509316285.06,0.013
1754,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.007742636826811269,0.008,3001373211.26,359406432346.581,0.022
1755,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.01291549665014884,0.011,2323854275.651,215468534969.307,0.036
1756,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.021544346900318832,0.014,1799275969.48,129180032467.607,0.06
1757,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.03593813663804626,0.018,1393114038.289,77451434234.231,0.1
1758,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.05994842503189409,0.023,1078637605.681,46440954302.246,0.167
1759,308.8904209892758,1.2915496650148827e-10,3.593813663804626e-10,0.1,0.03,835149924.853,27850659988.19,0.278
1760,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.001,0.003,7348672461.378,2154459755998.005,0.004
1761,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.0016681005372000592,0.004,5689810202.764,1291574730981.004,0.006
1762,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.0027825594022071257,0.006,4405413401.349,774288748647.246,0.01
1763,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.004641588833612777,0.007,3410951603.861,464183949327.397,0.017
1764,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.007742636826811269,0.009,2640975950.253,278281006186.831,0.028
1765,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.01291549665014884,0.012,2044811765.115,166835119686.124,0.046
1766,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.021544346900318832,0.016,1583223487.647,100025065966.119,0.077
1767,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.03593813663804626,0.02,1225832448.053,59973490998.013,0.129
1768,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.05994842503189409,0.026,949117545.58,35963202604.165,0.215
1769,308.8904209892758,1.2915496650148827e-10,4.6415888336127727e-10,0.1,0.034,734867246.138,21569412866.437,0.359
1770,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.001,0.004,6466262564.072,1668125603166.174,0.005
1771,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.0016681005372000592,0.005,5006592266.041,1000025065966.116,0.008
1772,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.0027825594022071257,0.006,3876422565.588,599509316285.058,0.013
1773,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.004641588833612777,0.008,3001373211.26,359406432346.581,0.022
1774,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.007742636826811269,0.011,2323854275.651,215468534969.306,0.036
1775,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.01291549665014884,0.014,1799275969.48,129180032467.607,0.06
1776,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.021544346900318832,0.018,1393114038.289,77451434234.231,0.1
1777,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.03593813663804626,0.023,1078637605.681,46440954302.246,0.167
1778,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.05994842503189409,0.03,835149924.853,27850659988.19,0.278
1779,308.8904209892758,1.2915496650148827e-10,5.994842503189421e-10,0.1,0.039,646626256.407,16706071338.119,0.463
1780,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.001,0.004,5689810202.764,1291574730981.001,0.006
1781,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.0016681005372000592,0.006,4405413401.349,774288748647.245,0.01
1782,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.0027825594022071257,0.007,3410951603.861,464183949327.396,0.017
1783,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.004641588833612777,0.009,2640975950.253,278281006186.831,0.028
1784,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.007742636826811269,0.012,2044811765.115,166835119686.124,0.046
1785,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.01291549665014884,0.016,1583223487.647,100025065966.118,0.077
1786,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.021544346900318832,0.02,1225832448.053,59973490998.012,0.129
1787,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.03593813663804626,0.026,949117545.58,35963202604.165,0.215
1788,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.05994842503189409,0.034,734867246.138,21569412866.437,0.359
1789,308.8904209892758,1.2915496650148827e-10,7.742636826811277e-10,0.1,0.044,568981020.276,12940562616.267,0.598
1790,308.8904209892758,1.2915496650148827e-10,1e-09,0.001,0.005,5006592266.041,1000025065966.118,0.008
1791,308.8904209892758,1.2915496650148827e-10,1e-09,0.0016681005372000592,0.006,3876422565.588,599509316285.059,0.013
1792,308.8904209892758,1.2915496650148827e-10,1e-09,0.0027825594022071257,0.008,3001373211.26,359406432346.581,0.022
1793,308.8904209892758,1.2915496650148827e-10,1e-09,0.004641588833612777,0.011,2323854275.651,215468534969.307,0.036
1794,308.8904209892758,1.2915496650148827e-10,1e-09,0.007742636826811269,0.014,1799275969.48,129180032467.607,0.06
1795,308.8904209892758,1.2915496650148827e-10,1e-09,0.01291549665014884,0.018,1393114038.289,77451434234.231,0.1
1796,308.8904209892758,1.2915496650148827e-10,1e-09,0.021544346900318832,0.023,1078637605.681,46440954302.246,0.167
1797,308.8904209892758,1.2915496650148827e-10,1e-09,0.03593813663804626,0.03,835149924.853,27850659988.19,0.278
1798,308.8904209892758,1.2915496650148827e-10,1e-09,0.05994842503189409,0.039,646626256.407,16706071338.119,0.463
1799,308.8904209892758,1.2915496650148827e-10,1e-09,0.1,0.05,500659226.604,10025065966.118,0.772
1800,308.8904209892758,3.593813663804626e-10,1e-10,0.001,0.001,9491175455.797,10000009008241.15,0.0
1801,308.8904209892758,3.593813663804626e-10,1e-10,0.0016681005372000592,0.001,7348672461.378,5994851511430.561,0.0
1802,308.8904209892758,3.593813663804626e-10,1e-10,0.0027825594022071257,0.002,5689810202.764,3593822672045.778,0.001
1803,308.8904209892758,3.593813663804626e-10,1e-10,0.004641588833612777,0.002,4405413401.349,2154443698273.037,0.001
1804,308.8904209892758,3.593813663804626e-10,1e-10,0.007742636826811269,0.003,3410951603.861,1291558673256.037,0.002
1805,308.8904209892758,3.593813663804626e-10,1e-10,0.01291549665014884,0.003,2640975950.253,774272690922.28,0.004
1806,308.8904209892758,3.593813663804626e-10,1e-10,0.021544346900318832,0.004,2044811765.115,464167891602.431,0.006
1807,308.8904209892758,3.593813663804626e-10,1e-10,0.03593813663804626,0.006,1583223487.647,278264948461.866,0.01
1808,308.8904209892758,3.593813663804626e-10,1e-10,0.05994842503189409,0.007,1225832448.053,166819061961.159,0.017
1809,308.8904209892758,3.593813663804626e-10,1e-10,0.1,0.009,949117545.58,100009008241.153,0.028
1810,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.001,0.001,8351499248.525,7742645835052.43,0.0
1811,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.0016681005372000592,0.001,6466262564.072,4641597841853.935,0.001
1812,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.0027825594022071257,0.002,5006592266.041,2782568410448.279,0.001
1813,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.004641588833612777,0.002,3876422565.588,1668109545441.214,0.002
1814,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.007742636826811269,0.003,3001373211.26,1000009008241.154,0.003
1815,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.01291549665014884,0.004,2323854275.651,599493258560.095,0.005
1816,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.021544346900318832,0.005,1799275969.48,359390374621.616,0.008
1817,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.03593813663804626,0.006,1393114038.289,215452477244.342,0.013
1818,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.05994842503189409,0.008,1078637605.681,129163974742.642,0.022
1819,308.8904209892758,3.593813663804626e-10,1.2915496650148827e-10,0.1,0.011,835149924.853,77435376509.266,0.036
1820,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.001,0.001,7348672461.378,5994851511430.573,0.0
1821,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.0016681005372000592,0.002,5689810202.764,3593822672045.786,0.001
1822,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.0027825594022071257,0.002,4405413401.349,2154443698273.039,0.001
1823,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.004641588833612777,0.003,3410951603.861,1291558673256.04,0.002
1824,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.007742636826811269,0.003,2640975950.253,774272690922.282,0.004
1825,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.01291549665014884,0.004,2044811765.115,464167891602.432,0.006
1826,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.021544346900318832,0.006,1583223487.647,278264948461.866,0.01
1827,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.03593813663804626,0.007,1225832448.053,166819061961.159,0.017
1828,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.05994842503189409,0.009,949117545.58,100009008241.153,0.028
1829,308.8904209892758,3.593813663804626e-10,1.6681005372000558e-10,0.1,0.012,734867246.138,59957433273.047,0.046
1830,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.001,0.001,6466262564.072,4641597841853.926,0.001
1831,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.0016681005372000592,0.002,5006592266.041,2782568410448.273,0.001
1832,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.0027825594022071257,0.002,3876422565.588,1668109545441.209,0.002
1833,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.004641588833612777,0.003,3001373211.26,1000009008241.152,0.003
1834,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.007742636826811269,0.004,2323854275.651,599493258560.094,0.005
1835,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.01291549665014884,0.005,1799275969.48,359390374621.615,0.008
1836,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.021544346900318832,0.006,1393114038.289,215452477244.341,0.013
1837,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.03593813663804626,0.008,1078637605.681,129163974742.642,0.022
1838,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.05994842503189409,0.011,835149924.853,77435376509.266,0.036
1839,308.8904209892758,3.593813663804626e-10,2.1544346900318867e-10,0.1,0.014,646626256.407,46424896577.281,0.06
1840,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.001,0.002,5689810202.764,3593822672045.778,0.001
1841,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.0016681005372000592,0.002,4405413401.349,2154443698273.035,0.001
1842,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.0027825594022071257,0.003,3410951603.861,1291558673256.036,0.002
1843,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.004641588833612777,0.003,2640975950.253,774272690922.28,0.004
1844,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.007742636826811269,0.004,2044811765.115,464167891602.431,0.006
1845,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.01291549665014884,0.006,1583223487.647,278264948461.865,0.01
1846,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.021544346900318832,0.007,1225832448.053,166819061961.159,0.017
1847,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.03593813663804626,0.009,949117545.58,100009008241.153,0.028
1848,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.05994842503189409,0.012,734867246.138,59957433273.047,0.046
1849,308.8904209892758,3.593813663804626e-10,2.782559402207126e-10,0.1,0.016,568981020.276,35947144879.2,0.077
1850,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.001,0.002,5006592266.041,2782568410448.279,0.001
1851,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.0016681005372000592,0.002,3876422565.588,1668109545441.212,0.002
1852,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.0027825594022071257,0.003,3001373211.26,1000009008241.153,0.003
1853,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.004641588833612777,0.004,2323854275.651,599493258560.095,0.005
1854,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.007742636826811269,0.005,1799275969.48,359390374621.616,0.008
1855,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.01291549665014884,0.006,1393114038.289,215452477244.342,0.013
1856,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.021544346900318832,0.008,1078637605.681,129163974742.642,0.022
1857,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.03593813663804626,0.011,835149924.853,77435376509.266,0.036
1858,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.05994842503189409,0.014,646626256.407,46424896577.281,0.06
1859,308.8904209892758,3.593813663804626e-10,3.593813663804626e-10,0.1,0.018,500659226.604,27834602263.225,0.1
1860,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.001,0.002,4405413401.349,2154443698273.039,0.001
1861,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.0016681005372000592,0.003,3410951603.861,1291558673256.039,0.002
1862,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.0027825594022071257,0.003,2640975950.253,774272690922.281,0.004
1863,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.004641588833612777,0.004,2044811765.115,464167891602.432,0.006
1864,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.007742636826811269,0.006,1583223487.647,278264948461.866,0.01
1865,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.01291549665014884,0.007,1225832448.053,166819061961.159,0.017
1866,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.021544346900318832,0.009,949117545.58,100009008241.153,0.028
1867,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.03593813663804626,0.012,734867246.138,59957433273.047,0.046
1868,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.05994842503189409,0.016,568981020.276,35947144879.2,0.077
1869,308.8904209892758,3.593813663804626e-10,4.6415888336127727e-10,0.1,0.02,440541340.135,21553355141.472,0.129
1870,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.001,0.002,3876422565.588,1668109545441.209,0.002
1871,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.0016681005372000592,0.003,3001373211.26,1000009008241.151,0.003
1872,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.0027825594022071257,0.004,2323854275.651,599493258560.093,0.005
1873,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.004641588833612777,0.005,1799275969.48,359390374621.615,0.008
1874,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.007742636826811269,0.006,1393114038.289,215452477244.341,0.013
1875,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.01291549665014884,0.008,1078637605.681,129163974742.641,0.022
1876,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.021544346900318832,0.011,835149924.853,77435376509.266,0.036
1877,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.03593813663804626,0.014,646626256.407,46424896577.281,0.06
1878,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.05994842503189409,0.018,500659226.604,27834602263.224,0.1
1879,308.8904209892758,3.593813663804626e-10,5.994842503189421e-10,0.1,0.023,387642256.559,16690013613.154,0.167
1880,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.001,0.003,3410951603.861,1291558673256.036,0.002
1881,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.0016681005372000592,0.003,2640975950.253,774272690922.28,0.004
1882,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.0027825594022071257,0.004,2044811765.115,464167891602.431,0.006
1883,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.004641588833612777,0.006,1583223487.647,278264948461.866,0.01
1884,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.007742636826811269,0.007,1225832448.053,166819061961.159,0.017
1885,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.01291549665014884,0.009,949117545.58,100009008241.153,0.028
1886,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.021544346900318832,0.012,734867246.138,59957433273.047,0.046
1887,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.03593813663804626,0.016,568981020.276,35947144879.2,0.077
1888,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.05994842503189409,0.02,440541340.135,21553355141.472,0.129
1889,308.8904209892758,3.593813663804626e-10,7.742636826811277e-10,0.1,0.026,341095160.386,12924504891.302,0.215
1890,308.8904209892758,3.593813663804626e-10,1e-09,0.001,0.003,3001373211.26,1000009008241.153,0.003
1891,308.8904209892758,3.593813663804626e-10,1e-09,0.0016681005372000592,0.004,2323854275.651,599493258560.094,0.005
1892,308.8904209892758,3.593813663804626e-10,1e-09,0.0027825594022071257,0.005,1799275969.48,359390374621.616,0.008
1893,308.8904209892758,3.593813663804626e-10,1e-09,0.004641588833612777,0.006,1393114038.289,215452477244.342,0.013
1894,308.8904209892758,3.593813663804626e-10,1e-09,0.007742636826811269,0.008,1078637605.681,129163974742.642,0.022
1895,308.8904209892758,3.593813663804626e-10,1e-09,0.01291549665014884,0.011,835149924.853,77435376509.266,0.036
1896,308.8904209892758,3.593813663804626e-10,1e-09,0.021544346900318832,0.014,646626256.407,46424896577.281,0.06
1897,308.8904209892758,3.593813663804626e-10,1e-09,0.03593813663804626,0.018,500659226.604,27834602263.225,0.1
1898,308.8904209892758,3.593813663804626e-10,1e-09,0.05994842503189409,0.023,387642256.559,16690013613.154,0.167
1899,308.8904209892758,3.593813663804626e-10,1e-09,0.1,0.03,300137321.126,10009008241.153,0.278
1900,308.8904209892758,1e-09,1e-10,0.001,0.001,5689810202.764,10000003237394.014,0.0
1901,308.8904209892758,1e-09,1e-10,0.0016681005372000592,0.001,4405413401.349,5994845740583.423,0.0
1902,308.8904209892758,1e-09,1e-10,0.0027825594022071257,0.001,3410951603.861,3593816901198.639,0.0
1903,308.8904209892758,1e-09,1e-10,0.004641588833612777,0.001,2640975950.253,2154437927425.899,0.0
1904,308.8904209892758,1e-09,1e-10,0.007742636826811269,0.002,2044811765.115,1291552902408.898,0.001
1905,308.8904209892758,1e-09,1e-10,0.01291549665014884,0.002,1583223487.647,774266920075.141,0.001
1906,308.8904209892758,1e-09,1e-10,0.021544346900318832,0.003,1225832448.053,464162120755.292,0.002
1907,308.8904209892758,1e-09,1e-10,0.03593813663804626,0.003,949117545.58,278259177614.727,0.004
1908,308.8904209892758,1e-09,1e-10,0.05994842503189409,0.004,734867246.138,166813291114.02,0.006
1909,308.8904209892758,1e-09,1e-10,0.1,0.006,568981020.276,100003237394.014,0.01
1910,308.8904209892758,1e-09,1.2915496650148827e-10,0.001,0.001,5006592266.041,7742640064205.292,0.0
1911,308.8904209892758,1e-09,1.2915496650148827e-10,0.0016681005372000592,0.001,3876422565.588,4641592071006.796,0.0
1912,308.8904209892758,1e-09,1.2915496650148827e-10,0.0027825594022071257,0.001,3001373211.26,2782562639601.14,0.0
1913,308.8904209892758,1e-09,1.2915496650148827e-10,0.004641588833612777,0.001,2323854275.651,1668103774594.075,0.001
1914,308.8904209892758,1e-09,1.2915496650148827e-10,0.007742636826811269,0.002,1799275969.48,1000003237394.015,0.001
1915,308.8904209892758,1e-09,1.2915496650148827e-10,0.01291549665014884,0.002,1393114038.289,599487487712.956,0.002
